basin;code;name;latitude;longitude;elevation;comid;river;location1;location2;alert
GUAYAS;H0345;ZAPOTAL EN CATARAMA(CATARAMA EN);-1.57125;-79.44875;40;9028791;Las Piedras;Los Rios;Urdaneta;R0
GUAYAS;H0346;ZAPOTAL EN LECHUGAL;-1.398333;-79.429167;40;9028108;Zapotal;Los Rios;Ventanas;R0
GUAYAS;H0347;QUEVEDO EN QUEVEDO;-1.007915;-79.457071;125;9027991;Quevedo;Los Rios;Quevedo;R0
GUAYAS;H0348;VINCES EN VINCES-DCP;-1.547083;-79.75;41;9029256;Vinces;Los Rios;Vinces;R0
GUAYAS;H0351;DAULE EN PICHINCHA;-1.04875;-79.817083;70;9026890;Daule;Manabi;Pichincha;R0
GUAYAS;H0352;MACUL EN PTE.CARRETERA;-1.06625;-79.61625;54;9027907;Macul;Guayas;Empalme;R0
GUAYAS;H0359;PAJAN EN AGUA FRIA;-1.610417;-80.377083;323;9028982;Daule;Manabi;Pajan;R0
GUAYAS;H0363;DAULE EN BALZAR;-1.359974;-79.912918;30;9028567;Daule;Guayas;Balzar;R0
GUAYAS;H0365;DAULE EN LA CAPILLA;-1.699584;-79.994969;13;9029221;Daule;Guayas;Santa Lucia;R0
GUAYAS;H0371;SAN PABLO EN PALMAR;-1.830205;-79.437294;10;9029742;San Pablo;Los Rios;Montalvo;R0
GUAYAS;H0375;CHANCHAN DJ HUATAXI;-2.274583;-78.960417;1480;9031418;Chanchan;Chimborazo;Alausi;R0
GUAYAS;H0385;ANGAS AJ CHANCHAN;-2.302923;-79.061665;742;9031643;Angas;Canar;Canar;R0
GUAYAS;H0390;CHIMBO AJ MILAGRO INAMHI;-2.135417;-79.667083;30;9031142;Chimbo;Guayas;San Jacinto De Yaguachi;R0
GUAYAS;H0394;EMBARCADERO EN H.CLEM(POT-STA.ROSA);-1.70625;-79.393768;18;9029165;Embarcadero;Los Rios;Babahoyo;R0
GUAYAS;H0402;CONGO EN PTE.CARRETERA;-1.03875;-79.695417;30;9027610;Congo;Guayas;Empalme;R0
GUAYAS;H0414;TOACHI AJ BABA;-0.67625;-79.36125;151;9025671;Toachi;Santo Domingo De Los Tsachilas;Santo Domingo;R0
TAURA;H0447;BULUBULU AJ PAYO;-2.292917;-79.50125;40;9031564;Bulubulu;Guayas;El Triunfo;R0
TAURA;H0448;PAYO AJ BULUBULU;-2.281667;-79.504167;25;9031320;Payo;Guayas;Coronel Marcelino Mariduena;R0
CANAR;H0466;SILANTE EN INGAPIRCA;-2.539167;-78.881667;2709;9032257;Silante;Canar;Canar;R0
CANAR;H0467;VENDELECHE EN HDA.LA CURIA;-2.582084;-78.872916;3020;9032495;Vende Leche;Canar;Canar;R0
CANAR;H0468;SAN PEDRO EN INGAPIRCA;-2.583749;-78.843499;2700;9032405;San Pedro;Canar;Canar;R0
CANAR;H0471;CANAR DJ RAURA;-2.482744;-79.154411;870;9032090;Canar;Canar;Canar;R0
CANAR;H0472;CANAR EN PTO.INCA;-2.547498;-79.556665;25;9032436;Canar;Guayas;Naranjal;R0
BALAO;H0503;TENGUEL EN TENGUEL;-2.990416;-79.787;10;9033987;Tenguel;Guayas;Guayaquil;R0
BALAO;H0504;SIETE EN PTE.CARRETERA;-3.07674;-79.752545;13;9034278;Siete;Azuay;Camilo Ponce Enriquez;R0
BALAO;H0505;PAGUA EN PTE.CARRETERA;-3.08737;-79.758505;13;9034353;Pagua;El Oro;El Guabo;R0
BALAO;H0507;BONITO EN PTE.CARRETERA(AJ PAGUA);-3.106923;-79.766842;30;9034353;Bonito;El Oro;El Guabo;R0
BALAO;H0508;CHAGUANA EN PTE.CARRETERA;-3.20375;-79.797083;5;9035091;Chaguana;El Oro;El Guabo;R0
JUBONES;H0526;PAQUISHAPA EN PTE.CARRETERA;-3.617917;-79.211995;2206;9036512;Paquishapa;Loja;Saraguro;R0
JUBONES;H0527;LEON EN PTE.CARRETERA;-3.418841;-79.158829;2020;9035775;Leon;Azuay;Ona;R0
JUBONES;H0528;JUBONES DJ MINAS;-3.267083;-79.232917;1120;9035149;Rircay;Azuay;Santa Isabel;R0
JUBONES;H0529;JUBONES DJ S.FRANCISCO;-3.310405;-79.51124;712;9035285;Jubones;El Oro;Zaruma;R0
JUBONES;H0530;JUBONES EN USHCURRUMI;-3.32375;-79.605416;282;9035301;Jubones;El Oro;Pasaje;R0
